Scheme Name       Net Asset Value
ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan T - Dividend	12.7500
ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Cumulative	13.9185
ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Direct Plan - Cumulative	13.9786
ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Dividend	12.1965
ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N - Cumulative	12.7921
ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N - Direct Plan - Cumulative	12.8723
ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Cumulative	13.8839
ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Direct Plan - Cumulative	13.9663
ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Direct Plan - Dividend	12.8117
ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Dividend	12.7562
ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Cumulative	13.9708
ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Direct Plan - Cumulative	14.0538
ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Dividend	12.7844
ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Cumulative	13.9537
ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Direct Plan - Cumulative	14.0436
ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Dividend	12.7959
ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Cumulative	13.8464
ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Direct Plan - Cumulative	13.9437
ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Dividend	13.1265
ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Cumulative	12.8882
ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Direct Plan - Cumulative	12.9510
ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Cumulative	14.0174
ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Direct Plan - Cumulative	14.1305
ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Dividend	12.8551
ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Cumulative	13.2093
ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Direct Plan - Cumulative	13.3388
ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Direct Plan - Dividend	12.4137
ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Dividend	12.3287
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Cumulative Option	12.8601
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Direct Plan Cumulative Option	12.8862
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan R Direct Plan Dividend Option	10.6233
ICICI Prudential Fixed Maturity Plan-Series 74-368 Days Plan R Dividend Option	12.4814
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan Q Cumulative Option	12.8593
ICICI Prudential Fixed Maturity Plan - Series 74 -370 Days Plan Q Direct Plan Cumulative Option	12.8848
ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan Q Direct Plan Dividend Option	12.8257
ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan Q Dividend Option	12.8002
ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Cumulative	13.1435
ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Direct Plan - Cumulative	13.3092
ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Direct Plan - Dividend	12.5647
ICICI Prudential Fixed Maturity Plan-Series 74-1092 Days Plan G - Dividend	12.4345
ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P - Cumulative Option	13.0718
ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P - Dividend Option	12.4108
ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P Direct Plan Dividend Option	12.5101
ICICI Prudential Fixed Maturity Plan - Series 74 - 1092 Days Plan P Direct Plan-Cumulative Option	13.1900
ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Cumulative	13.7983
ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Direct Plan - Cumulative	13.8415
ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan C - Dividend	12.1760
ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Cumulative	12.9740
ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Direct Plan - Cumulative	13.0189
ICICI Prudential Fixed Maturity Plan-Series 74-367 Days Plan D - Dividend	12.4361
ICICI Prudential Fixed Maturity Plan Series 74 368 Days Plan H Cumulative Option	12.9674
ICICI Prudential Fixed Maturity Plan Series 74 368 Days Plan H Direct Plan Cumulative Option	12.9978
ICICI Prudential Fixed Maturity Plan Series 74 368 Days Plan H Dividend Option	12.9080
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Cumulative Option	12.9502
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Direct Plan Dividend Option	12.9222
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Direct Plan-Cumulative Option	12.9816
ICICI Prudential Fixed Maturity Plan -Series 74 -368 Days Plan J Dividend Option	12.8908
ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Cumulative	13.8978
ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Cumulative	13.9616
ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Direct Plan - Dividend	13.8436
ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan B - Dividend	13.7801
ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F - Cumulative	13.8231
ICICI Prudential Fixed Maturity Plan-Series 74-369 Days Plan F - Direct Plan - Cumulative	13.8717
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan I - Cumulative Option	12.9887
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan I - Dividend Option	10.9302
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan I Direct Plan Dividend Option	12.9655
ICICI Prudential Fixed Maturity Plan -Series 74-369 Days Plan I Direct Plan Cumulative Option	13.0251
ICICI Prudential Fixed Maturity Plan - Series 74 - 369 Days Plan K - Cumulative Option	12.9072
ICICI Prudential Fixed Maturity Plan - Series 74 - 369 Days Plan K Direct Plan Dividend Option	10.9092
ICICI Prudential Fixed Maturity Plan -Series 74 - 369 Days Plan K - Dividend Option	12.8480
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan K Direct Plan Cumulative Option	12.9387
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L - Cumulative Option	12.8812
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L - Dividend Option	12.8233
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan L Direct Plan Cumulative Option	12.9043
ICICI Prudential Fixed Maturity Plan-Series 74- 369 Days Plan L Direct Plan Dividend Option	10.9025
ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Cumulative	13.8662
ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Cumulative	13.9004
ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Direct Plan - Dividend	12.7388
ICICI Prudential Fixed Maturity Plan-Series 74-370 Days Plan A - Dividend	12.7039
ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S  Cumulative Option	12.7833
ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Direct Plan Cumulative Option	12.8002
ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Direct Plan Dividend Option	12.4505
ICICI Prudential Fixed Maturity Plan -Series 74 -370 Days Plan S Dividend Option	12.4358
ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Cumulative Option	13.8900
ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Direct Plan Cumulative Option	14.2742
ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Direct Plan Dividend Option	14.2742
ICICI Prudential Multiple Yield Fund - Series 10 - 1775 Days Plan A Dividend Option	13.8900
ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Cumulative Option	14.2247
ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Cumulative Option	15.0573
ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Direct Plan Dividend Option	15.0573
ICICI Prudential Multiple Yield Fund - Series 10 - 1825 Days Plan B Dividend Option	14.2247
ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Cumulative Option	12.9263
ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Cumulative Option	13.4892
ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Dividend Option	13.4892
ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Dividend Option	12.9263
ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Cumulative Option	12.5765
ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Cumulative Option	13.0290
ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Dividend Option	13.0290
ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option	12.5765
ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Cumulative Option	12.2091
ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Cumulative Option	12.6591
ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Dividend Option	12.6591
ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Dividend Option	12.2091
ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Cumulative Option	12.2695
ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Cumulative Option	12.7366
ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Direct Plan - Dividend Option	12.7366
ICICI Prudential Multiple Yield Fund - Series 11 - Plan D 1361 Days - Dividend Option	12.2695
ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Cumulative Option	12.6723
ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan Cumulative Option	12.9582
ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan IDCW Option	12.9582
ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days IDCW Option	12.6723
ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Cumulative	13.6795
ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Direct Plan - Cumulative	14.1491
ICICI Prudential Multiple Yield Fund - Series 3 - Plan A - Direct Plan - Dividend	12.1627
ICICI Prudential Multiple Yield Fund - Series 3 - Plan A -Dividend	11.9359
ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Cumulative	13.4418
ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Cumulative	13.9543
ICICI Prudential Multiple Yield Fund - Series 3 - Plan B - Direct Plan - Dividend	12.2117
ICICI Prudential Multiple Yield Fund - Series 3 - Plan B -Dividend	11.9416
ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Cumulative	15.5680
ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Direct Plan - Cumulative	16.6135
ICICI Prudential Multiple Yield Fund - Series 3 - Plan C - Direct Plan - Dividend	11.9706
ICICI Prudential Multiple Yield Fund - Series 3 - Plan C -Dividend	11.7260
ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Cumulative	15.6067
ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Direct Plan - Cumulative	16.5876
ICICI Prudential Multiple Yield Fund - Series 3 - Plan D - Direct Plan - Dividend	14.3827
ICICI Prudential Multiple Yield Fund - Series 3 - Plan D -Dividend	13.7375
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Cumulative	13.5471
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Direct Plan - Cumulative	14.0558
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Direct Plan - Dividend	12.1789
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan C - Dividend	11.9043
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Cumulative	13.8680
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Cumulative	14.3494
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E - Direct Plan - Dividend	12.5218
ICICI Prudential Multiple Yield Fund - Series 4 - 1100 Days - Plan E -Dividend	12.2607
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Direct Plan - Cumulative	17.3967
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Direct Plan - Dividend	14.5419
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A - Dividend	14.0620
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan A -Cumulative	16.5747
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Cumulative	16.5577
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Direct Plan - Cumulative	17.5395
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B - Direct Plan - Dividend	14.6872
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan B -Dividend	14.0745
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Cumulative	16.4553
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Direct Plan - Cumulative	17.2792
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D - Direct Plan - Dividend	14.3576
ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D -Dividend	13.883
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Cumulative	14.1024
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Cumulative	14.7044
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Dividend	12.8852
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Dividend	12.5433
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Cumulative	13.7804
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Dividend	12.5216
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Dividend	12.1846
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B -Cumulative	13.2516
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D - Direct Plan - Cumulative	14.0847
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D - Direct Plan - Dividend	12.8260
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Cumulative	13.4961
ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D -Dividend	12.4104
ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Cumulative	15.5410
ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Direct Plan - Cumulative	16.5513
ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C - Dividend	13.8636
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A - Direct Plan - Cumulative	13.9143
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Cumulative	13.3560
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A -Dividend	12.3592
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E - Direct Plan - Cumulative	13.5358
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E - Direct Plan - Dividend	12.6864
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E -Cumulative	12.9746
ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E -Dividend	12.2433
ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Cumulative	13.1596
ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Cumulative	13.7037
ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Direct Plan - Dividend	12.7917
ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Dividend	12.3721
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Cumulative	15.2060
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Cumulative	16.2612
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Direct Plan - Dividend	14.8062
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C -Dividend	13.9493
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Cumulative Option	14.9292
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan Cumulative Option	15.8208
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Direct Plan- Dividend Option	14.7375
ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days Plan D Dividend Option	13.9943
ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Cumulative Option	12.2797
ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Direct Plan Cumulative Option	12.7499
ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Direct Plan Dividend Option	12.7499
ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days Plan F Dividend Option	12.2797
ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D  Dividend Option	12.7190
ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Cumulative Option	12.7190
ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Direct Plan Cumulative Option	13.2675
ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D Direct Plan Dividend Option	13.2675
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Cumulative Option	14.3276
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Cumulative Option	15.1065
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Direct Plan Dividend Option	15.1065
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan B Dividend Option	14.3276
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Cumulative Option	13.9758
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Cumulative Option	14.7231
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Direct Plan Dividend Option	14.7231
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan C Dividend Option	13.9758
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Cumulative Option	13.8672
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Direct Plan Cumulative Option	14.6180
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Direct Plan Dividend Option	14.6180
ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days Plan E Dividend Option	13.8672
